tweet_id,favorite_count,retweet_count,followers_count
892420643555336193,39467,8853,3200889
892177421306343426,33819,6514,3200889
891815181378084864,25461,4328,3200889
891689557279858688,42908,8964,3200889
891327558926688256,41048,9774,3200889
891087950875897856,20562,3261,3200889
890971913173991426,12041,2158,3200889
890729181411237888,56848,16716,3200889
890609185150312448,28226,4429,3200889
890240255349198849,32467,7711,3200889
890006608113172480,31166,7624,3200889
889880896479866881,28268,5156,3200889
889665388333682689,38818,8538,3200889
889638837579907072,27672,4735,3200889
889531135344209921,15359,2321,3200889
889278841981685760,25652,5637,3200889
888917238123831296,29611,4709,3200889
888804989199671297,26080,4559,3200889
888554962724278272,20290,3732,3200889
888078434458587136,22201,3653,3200889
887705289381826560,30779,5609,3200890
887517139158093824,46959,12082,3200890
887473957103951883,69871,18781,3200890
887343217045368832,34222,10737,3200890
887101392804085760,31061,6167,3200890
886983233522544640,35859,8084,3200890
886736880519319552,12306,3443,3200890
886680336477933568,22798,4610,3200890
886366144734445568,21524,3316,3200890
886267009285017600,117,4,3200890
886258384151887873,28469,6523,3200890
886054160059072513,0,108,3200890
885984800019947520,33382,7097,3200890
885528943205470208,36689,6683,3200890
885518971528720385,20788,3899,3200890
885311592912609280,0,19297,3200890
885167619883638784,22367,4556,3200890
884925521741709313,68152,16439,3200890
884876753390489601,28514,6096,3200890
884562892145688576,24765,5100,3200890
884441805382717440,27478,5856,3200890
884247878851493888,74423,21298,3200890
884162670584377345,20771,3128,3200890
883838122936631299,22349,3586,3200890
883482846933004288,46860,10407,3200890
883360690899218434,22986,3825,3200890
883117836046086144,37914,6949,3200890
882992080364220416,24445,4122,3200890
882762694511734784,28903,5134,3200890
882627270321602560,28382,6342,3200890
882268110199369728,45880,12118,3200890
882045870035918850,29900,5203,3200890
881906580714921986,24773,3533,3200890
881666595344535552,51522,11099,3200890
881633300179243008,129,7,3200890
881536004380872706,50199,16570,3200890
881268444196462592,23501,5358,3200890
880935762899988482,17346,2886,3200890
880872448815771648,21734,3989,3200890
880465832366813184,29075,6546,3200890
880221127280381952,27640,4436,3200890
880095782870896641,28150,4533,3200890
879862464715927552,22667,3642,3200890
879674319642796034,315,10,3200890
879492040517615616,23822,3323,3200890
879415818425184262,107956,45849,3200891
879376492567855104,17099,3261,3200891
879130579576475649,0,7181,3200892
879050749262655488,23022,4941,3200892
879008229531029506,19317,2812,3200892
878776093423087618,19763,4319,3200892
878604707211726852,30931,7582,3200892
878404777348136964,0,1349,3200892
878316110768087041,0,6965,3200892
878281511006478336,7913,1349,3200892
878057613040115712,42876,7181,3200892
877736472329191424,71144,17300,3200892
877611172832227328,0,83,3200892
877556246731214848,23258,3994,3200892
877316821321428993,27907,5414,3200892
877201837425926144,27755,5880,3200892
876838120628539392,21125,3506,3200892
876537666061221889,23869,4800,3200892
876484053909872640,19163,2511,3200891
876120275196170240,28490,4903,3200891
875747767867523072,25773,4497,3200891
875144289856114688,22185,5081,3200891
875097192612077568,27997,6342,3200891
875021211251597312,26022,4922,3200891
874680097055178752,28439,4875,3200891
874434818259525634,0,15546,3200891
874296783580663808,26651,4308,3200891
874057562936811520,23134,4125,3200891
874012996292530176,35501,11007,3200891
873697596434513921,0,12518,3200891
873580283840344065,24837,4143,3200891
873337748698140672,0,1667,3200891
873213775632977920,7467,1667,3200891
872967104147763200,28031,5669,3200891
872820683541237760,15029,3884,3200891
872668790621863937,0,31,3200891
872620804844003328,21309,3911,3200891
872486979161796608,41606,9429,3200891
872261713294495745,35085,6649,3200891
872122724285648897,35324,8549,3200891
871879754684805121,39090,11918,3200891
871762521631449091,20787,3678,3200891
871515927908634625,20730,3628,3200891
871166179821445120,0,5991,3200891
871102520638267392,21461,5764,3200891
871032628920680449,23255,3999,3200891
870804317367881728,33791,6393,3200891
870726314365509632,121,3,3200891
870656317836468226,12819,2817,3200891
870374049280663552,85011,27680,3200891
870308999962521604,22453,4384,3200891
870063196459192321,37771,8840,3200891
869988702071779329,0,25661,3200891
869772420881756160,43710,10663,3200891
869702957897576449,29116,6728,3200891
869596645499047938,16476,3327,3200891
869227993411051520,21112,4023,3200891
868880397819494401,55098,12518,3200891
868639477480148993,0,2240,3200891
868622495443632128,28295,6275,3200891
868552278524837888,10539,2240,3200891
867900495410671616,24964,4439,3200891
867774946302451713,35179,7788,3200891
867421006826221569,16755,2697,3200891
867072653475098625,0,135,3200891
867051520902168576,33420,8425,3200891
866816280283807744,0,32883,3200891
866720684873056260,20888,5168,3200891
866686824827068416,20070,3727,3200891
866450705531457537,106827,32883,3200891
866334964761202691,54720,15546,3200891
866094527597207552,0,8952,3200891
865718153858494464,26640,6008,3200891
865359393868664832,27530,5384,3200891
865006731092295680,29063,8209,3200891
864873206498414592,33651,9361,3200891
864279568663928832,15195,3266,3200891
864197398364647424,31459,9616,3200891
863907417377173506,21477,4441,3200891
863553081350529029,15935,4489,3200891
863471782782697472,0,2687,3200891
863432100342583297,24829,5664,3200891
863427515083354112,2363,105,3200891
863079547188785154,9094,1195,3200891
863062471531167744,8945,2687,3200891
862831371563274240,20011,5457,3200891
862722525377298433,17779,3809,3200891
862457590147678208,21492,5388,3200891
862096992088072192,66437,21840,3200891
861769973181624320,0,37911,3200891
861383897657036800,37744,11528,3200891
861288531465048066,18032,4479,3200891
861005113778896900,17538,4119,3200891
860981674716409858,0,2334,3200891
860924035999428608,0,882,3200891
860563773140209665,7878,2334,3200891
860524505164394496,24678,5698,3200891
860276583193509888,19154,3745,3200891
860184849394610176,17474,6295,3200891
860177593139703809,0,33421,3200891
859924526012018688,20021,4349,3200891
859851578198683649,16105,3780,3200891
859607811541651456,19476,1704,3200891
859196978902773760,75193,25661,3200891
859074603037188101,35553,14740,3200891
858860390427611136,0,8805,3200891
858843525470990336,16304,3771,3200891
858471635011153920,22640,5271,3200891
858107933456039936,16524,3154,3200891
857989990357356544,16952,2812,3200891
857746408056729600,36021,11524,3200891
857393404942143489,6236,1785,3200891
857263160327368704,21041,4934,3200891
857214891891077121,242,20,3200891
857062103051644929,0,183,3200891
857029823797047296,19910,4364,3200891
856602993587888130,0,11633,3200891
856543823941562368,17135,3131,3200891
856526610513747968,12446,2068,3200891
856330835276025856,0,731,3200891
856288084350160898,545,17,3200891
856282028240666624,29086,6841,3200891
855862651834028034,320,27,3200891
855860136149123072,4407,1058,3200891
855857698524602368,12498,2313,3200891
855851453814013952,47844,19196,3200891
855818117272018944,28056,5943,3200891
855459453768019968,31657,8987,3200891
855245323840757760,0,6568,3200891
855138241867124737,0,50,3200891
854732716440526848,24188,6690,3200891
854482394044301312,31131,7608,3200891
854365224396361728,20046,5159,3200891
854120357044912130,33911,8285,3200892
854010172552949760,17169,3433,3200892
853760880890318849,30414,6403,3200892
853639147608842240,37198,11265,3200892
853299958564483072,16508,3928,3200892
852936405516943360,0,2243,3200892
852912242202992640,9658,2037,3200892
852672615818899456,15939,2388,3200891
852553447878664193,17492,3885,3200891
852311364735569921,35325,10961,3200891
852226086759018497,21378,7570,3200891
852189679701164033,12217,1741,3200891
851953902622658560,0,10706,3200891
851861385021730816,0,23,3200891
851591660324737024,17300,3819,3200891
851464819735769094,25944,7855,3200891
851224888060895234,22090,6350,3200891
850753642995093505,33348,10352,3200891
850380195714523136,13994,2915,3200891
850333567704068097,3647,367,3200891
850145622816686080,17519,4244,3200891
850019790995546112,21944,5459,3200891
849776966551130114,32390,8404,3200799
849668094696017920,0,5513,3200891
849412302885593088,17039,3487,3200891
849336543269576704,12240,2101,3200891
849051919805034497,32617,7396,3200891
848690551926992896,27104,4826,3200891
848324959059550208,20229,4037,3200891
848213670039564288,8834,832,3200891
848212111729840128,17618,3444,3200891
847978865427394560,0,3652,3200891
847971574464610304,0,482,3200891
847962785489326080,25296,5730,3200891
847842811428974592,5935,1522,3200891
847617282490613760,7558,468,3200891
847606175596138505,20208,3774,3200891
847251039262605312,22036,4800,3200891
847157206088847362,21588,6572,3200891
847116187444137987,23108,3583,3200891
846874817362120707,21685,4404,3200891
846514051647705089,48410,13076,3200891
846505985330044928,15304,3492,3200891
846153765933735936,34394,10226,3200891
846139713627017216,33188,10972,3200891
846042936437604353,17256,3224,3200891
845812042753855489,31737,9894,3200891
845677943972139009,27154,5365,3200891
845459076796616705,0,15071,3200891
845397057150107648,8241,2072,3200891
845306882940190720,25225,6039,3200891
845098359547420673,0,8640,3200891
844979544864018432,14738,2909,3200891
844973813909606400,16361,3617,3200891
844704788403113984,42022,11633,3200891
844580511645339650,17871,3533,3200891
844223788422217728,14753,2450,3200891
843981021012017153,16327,3285,3200891
843856843873095681,23211,5220,3200891
843604394117681152,18310,3081,3200891
843235543001513987,23315,6852,3200891
842892208864923648,0,56625,3200891
842846295480000512,16440,4023,3200891
842765311967449089,7321,1439,3200891
842535590457499648,19637,3937,3200891
842163532590374912,26569,6568,3200891
842115215311396866,15204,3386,3200891
841833993020538882,0,17504,3200891
841680585030541313,27854,8748,3200891
841439858740625411,13755,4168,3200891
841320156043304961,21402,6080,3200891
841314665196081154,17305,5312,3200891
841077006473256960,24926,5991,3200891
840761248237133825,0,1972,3200891
840728873075638272,0,18285,3200891
840698636975636481,197,3,3200891
840696689258311684,13377,1116,3200891
840632337062862849,9761,1972,3200891
840370681858686976,17918,5146,3200891
840268004936019968,20950,6497,3200891
839990271299457024,14640,2597,3200891
839549326359670784,29957,8805,3200891
839290600511926273,0,158,3200891
839239871831150596,29684,7422,3200891
838952994649550848,21289,4505,3200891
838921590096166913,12183,2357,3200891
838916489579200512,0,38,3200891
838831947270979586,0,12643,3200891
838561493054533637,11892,1504,3200891
838476387338051585,24664,5484,3200891
838201503651401729,0,11525,3200891
838150277551247360,1824,370,3200891
838085839343206401,150,0,3200891
838083903487373313,19183,3582,3200891
837820167694528512,37277,8952,3200891
837482249356513284,4204,495,3200891
837471256429613056,13967,2631,3200891
837366284874571778,23074,6005,3200891
837110210464448512,17480,2731,3200891
837012587749474308,0,88,3200891
836989968035819520,13879,2610,3200891
836753516572119041,21029,5237,3200891
836677758902222849,13782,2522,3200891
836648853927522308,0,626,3200891
836397794269200385,0,31314,3200891
836380477523124226,16037,3337,3200891
836260088725786625,23177,4850,3200891
836001077879255040,20924,4935,3200891
835685285446955009,0,9327,3200891
835574547218894849,19447,4121,3200891
835536468978302976,0,1939,3200891
835309094223372289,0,24013,3200891
835297930240217089,17847,3381,3200891
835264098648616962,8503,1939,3200891
835246439529840640,2259,83,3200891
835172783151792128,28552,6516,3200891
835152434251116546,24574,3443,3200891
834931633769889797,11838,1878,3200891
834786237630337024,22943,6159,3200891
834574053763584002,14993,2882,3200890
834477809192075265,0,12224,3200890
834458053273591808,10512,1899,3200890
834209720923721728,22594,5476,3200890
834167344700198914,17194,4130,3200890
834089966724603904,10971,2427,3200890
834086379323871233,14296,2512,3200890
833863086058651648,14661,2729,3200891
833826103416520705,16728,3904,3200891
833732339549220864,0,251,3200891
833722901757046785,22585,3636,3200891
833479644947025920,16258,2357,3200892
833124694597443584,22133,5513,3200892
832998151111966721,14549,2522,3200892
832769181346996225,0,43,3200892
832757312314028032,18423,4127,3200800
832682457690300417,13017,3368,3200892
832645525019123713,3195,594,3200892
832636094638288896,17379,3220,3200892
832397543355072512,13126,2548,3200892
832369877331693569,18792,3652,3200892
832273440279240704,12385,2673,3200892
832215909146226688,0,7069,3200892
832215726631055365,0,10723,3200892
832088576586297345,72,3,3200892
832040443403784192,0,11131,3200892
832032802820481025,13887,4746,3200892
831939777352105988,26404,7031,3200892
831926988323639298,369,39,3200892
831911600680497154,30380,7458,3200892
831670449226514432,11469,2059,3200892
831650051525054464,7908,2243,3200892
831552930092285952,9872,2632,3200892
831322785565769729,10042,1744,3200892
831315979191906304,7117,1264,3200892
831309418084069378,12819,2786,3200892
831262627380748289,13066,2350,3200892
830956169170665475,8735,1735,3200892
830583320585068544,73397,19297,3200892
830173239259324417,0,6554,3200892
830097400375152640,10804,3455,3200892
829878982036299777,0,5757,3200892
829861396166877184,13441,2243,3200892
829501995190984704,34913,12224,3200892
829449946868879360,11519,2329,3200892
829374341691346946,38074,10706,3200892
829141528400556032,26952,8530,3200892
829011960981237760,58302,18627,3200892
828801551087042563,0,3901,3200892
828770345708580865,28085,6746,3200892
828708714936930305,40241,12882,3200892
828650029636317184,10467,1544,3200892
828409743546925057,6898,1305,3200892
828408677031882754,8398,1477,3200892
828381636999917570,13864,2554,3200892
828376505180889089,8112,1216,3200892
828372645993398273,13756,3344,3200892
828361771580813312,2408,195,3200892
828046555563323392,12923,3260,3200892
828011680017821696,11411,2451,3200892
827933404142436356,22180,5987,3200892
827653905312006145,16983,3433,3200892
827600520311402496,8143,1082,3200892
827324948884643840,17523,3510,3200892
827228250799742977,0,13517,3200892
827199976799354881,11659,2579,3200892
826958653328592898,23767,5757,3200892
826848821049180160,40325,11878,3200892
826615380357632002,0,4521,3200892
826598799820865537,5637,292,3200892
826598365270007810,11117,2709,3200892
826476773533745153,20275,4821,3200892
826240494070030336,14614,2965,3200892
826204788643753985,5361,1075,3200892
826115272272650244,17299,3599,3200892
825876512159186944,11525,2146,3200893
825829644528148480,14025,2848,3200893
825535076884762624,56413,19669,3200894
825147591692263424,20181,5244,3200894
825120256414846976,0,1483,3200894
825026590719483904,7020,1483,3200894
824796380199809024,0,6288,3200894
824775126675836928,16508,4069,3200894
824663926340194305,11113,1993,3200894
824325613288833024,12999,11848,3200894
824297048279236611,16625,4463,3200894
824025158776213504,5255,679,3200894
823939628516474880,11755,3123,3200894
823719002937630720,0,12953,3200894
823699002998870016,13826,2772,3200894
823581115634085888,14376,3031,3200894
823333489516937216,777,31,3200894
823322678127919110,17437,4637,3200894
823269594223824897,0,11421,3200894
822975315408461824,19139,3958,3200894
822872901745569793,132810,48265,3200894
822859134160621569,14576,2622,3200894
822647212903690241,0,7390,3200894
822610361945911296,16327,3423,3200894
822489057087389700,20083,7390,3200894
822462944365645825,31800,17209,3200894
822244816520155136,38832,11421,3200894
822163064745328640,0,5571,3200894
821886076407029760,12582,2692,3200894
821813639212650496,0,3839,3200894
821765923262631936,9317,1899,3200894
821522889702862852,8871,2030,3200894
821421320206483457,0,6470,3200894
821407182352777218,13075,5053,3200894
821153421864615936,280,10,3200894
821149554670182400,9718,2320,3200894
821107785811234820,10645,2487,3200894
821044531881721856,14021,2636,3200894
820837357901512704,0,7733,3200894
820749716845686786,34984,11525,3200894
820690176645140481,13518,3716,3200894
820494788566847489,0,648,3200802
820446719150292993,0,2980,3200894
820314633777061888,3706,648,3200894
820078625395449857,21979,7246,3200894
820013781606658049,0,1369,3200894
819952236453363712,5927,1369,3200894
819924195358416896,14305,5607,3200894
819711362133872643,14916,3604,3200894
819588359383371776,10606,2271,3200894
819347104292290561,8008,1383,3200894
819238181065359361,2550,462,3200894
819227688460238848,25652,7733,3200894
819015337530290176,0,42228,3200894
819015331746349057,0,21794,3200894
819006400881917954,49960,21794,3200894
819004803107983360,95450,42228,3200894
818646164899774465,0,24069,3200894
818627210458333184,24597,8564,3200894
818614493328580609,10971,2982,3200894
818588835076603904,0,7126,3200894
818536468981415936,12127,2873,3200894
818307523543449600,0,9366,3200894
818259473185828864,12197,2621,3200894
818145370475810820,13671,3014,3200894
817908911860748288,5356,906,3200894
817827839487737858,57622,31314,3200894
817777686764523521,11901,3084,3200894
817536400337801217,13105,3505,3200894
817502432452313088,0,3917,3200894
817423860136083457,38260,17504,3200894
817415592588222464,6267,1131,3200894
817181837579653120,0,9907,3200895
817171292965273600,9690,2326,3200895
817120970343411712,13367,3011,3200895
817056546584727552,9517,1927,3200895
816829038950027264,0,5496,3200895
816816676327063552,11071,2361,3200895
816697700272001025,10905,2545,3200895
816450570814898180,33961,9366,3200895
816336735214911488,9564,2269,3200895
816091915477250048,9927,2500,3200895
816062466425819140,0,1207,3200895
816014286006976512,0,6154,3200895
815990720817401858,5545,1207,3200895
815966073409433600,25057,9907,3200895
815745968457060357,0,4797,3200895
815736392542261248,10937,2625,3200895
815639385530101762,9161,1918,3200895
815390420867969024,11467,4407,3200895
814986499976527872,8485,1505,3200895
814638523311648768,12511,3130,3200895
814578408554463233,0,6750,3200895
814530161257443328,9629,2156,3200895
814153002265309185,32000,10080,3200895
813944609378369540,0,3732,3200895
813910438903693312,10342,2194,3200895
813812741911748608,40402,16267,3200895
813800681631023104,9300,2060,3200895
813217897535406080,20783,8476,3200895
813202720496779264,10192,2090,3200895
813187593374461952,22085,5096,3200895
813172488309972993,10384,2236,3200895
813157409116065792,8588,2557,3200895
813142292504645637,9361,2728,3200895
813130366689148928,4968,513,3200895
813127251579564032,13242,3652,3200895
813112105746448384,11515,3225,3200895
813096984823349248,11694,4207,3200895
813081950185472002,10989,3220,3200895
813066809284972545,8865,2276,3200895
813051746834595840,23337,8503,3200895
812781120811126785,8380,2191,3200895
812747805718642688,0,8067,3200895
812709060537683968,7373,1665,3200895
812503143955202048,6787,1424,3200895
812466873996607488,8900,2231,3200895
812372279581671427,15224,4252,3200895
811985624773361665,8102,1647,3200895
811744202451197953,8429,1884,3200895
811647686436880384,6215,872,3200895
811627233043480576,14265,3650,3200895
811386762094317568,23302,7444,3200895
810984652412424192,5927,1655,3200896
810896069567610880,10093,2090,3200896
810657578271330305,12192,3057,3200896
810284430598270976,39640,13369,3200896
810254108431155201,16380,3901,3200896
809920764300447744,17250,4521,3200896
809808892968534016,0,5711,3200896
809448704142938112,7727,1696,3200896
809220051211603969,22246,6554,3200896
809084759137812480,14685,4046,3200896
808838249661788160,11271,3536,3200896
808733504066486276,8784,2509,3200896
808501579447930884,12595,3007,3200896
808344865868283904,47281,24069,3200896
808134635716833280,0,6961,3200896
808106460588765185,9701,2525,3200896
808001312164028416,14015,4098,3200896
807621403335917568,16236,4288,3200896
807106840509214720,107015,56625,3200896
807059379405148160,0,8521,3200897
807010152071229440,14514,4418,3200897
806629075125202948,75639,37911,3200897
806620845233815552,0,6426,3200897
806576416489959424,5370,2230,3200897
806542213899489280,11363,2752,3200897
806242860592926720,0,13616,3200897
806219024703037440,7145,1388,3200897
805958939288408065,0,6238,3200897
805932879469572096,9178,2209,3200897
805826884734976000,7335,2132,3200897
805823200554876929,0,9374,3200897
805520635690676224,6368,1905,3200897
805487436403003392,9773,2929,3200897
805207613751304193,8680,1972,3200897
804738756058218496,15326,4480,3200897
804475857670639616,6886,2355,3200897
804413760345620481,0,3712,3200897
804026241225523202,49774,18876,3200897
803773340896923648,11203,3220,3200897
803692223237865472,0,8689,3200897
803638050916102144,12270,4828,3200897
803380650405482500,8601,2169,3200897
803321560782307329,0,6221,3200897
803276597545603072,11207,2887,3200897
802952499103731712,10085,2336,3200897
802624713319034886,0,3403,3200897
802600418706604034,7938,1714,3200897
802572683846291456,9959,2926,3200897
802323869084381190,18124,6808,3200898
802265048156610565,7039,1573,3200898
802247111496568832,0,5247,3200898
802239329049477120,10132,3040,3200898
802185808107208704,0,314,3200898
801958328846974976,8608,1992,3200898
801854953262350336,1958,275,3200898
801538201127157760,9141,2391,3200898
801285448605831168,6802,960,3200898
801167903437357056,27386,6961,3200898
801127390143516673,0,4627,3200898
801115127852503040,8992,2429,3200898
800859414831898624,778,113,3200898
800855607700029440,0,1889,3200898
800751577355128832,11701,3214,3200898
800513324630806528,14685,3495,3200898
800459316964663297,10538,2489,3200898
800443802682937345,0,5068,3200898
800388270626521089,12456,3265,3200898
800188575492947969,0,4581,3200898
800141422401830912,17092,2980,3200898
800018252395122689,31768,15351,3200898
799774291445383169,0,5488,3200898
799757965289017345,9390,2506,3200898
799422933579902976,8965,2213,3200898
799308762079035393,0,6478,3200898
799297110730567681,11065,3227,3200898
799063482566066176,9058,2863,3200898
798933969379225600,14712,5203,3200898
798925684722855936,8246,1663,3200898
798705661114773508,0,7724,3200898
798701998996647937,0,9126,3200898
798697898615730177,0,7602,3200898
798694562394996736,0,5812,3200898
798686750113755136,0,2702,3200898
798682547630837760,0,5515,3200899
798673117451325440,0,6485,3200899
798665375516884993,0,4519,3200899
798644042770751489,0,2153,3200899
798628517273620480,0,2272,3200899
798585098161549313,0,6618,3200900
798576900688019456,0,6871,3200900
798340744599797760,0,3924,3200900
798209839306514432,11548,2954,3200900
797971864723324932,13018,3652,3200900
797545162159308800,16198,5656,3200900
797236660651966464,22328,7726,3200900
797165961484890113,256,32,3200900
796904159865868288,0,10411,3200900
796865951799083009,8564,2198,3200900
796759840936919040,13256,3562,3200900
796563435802726400,0,8536,3200900
796484825502875648,8472,2042,3200900
796387464403357696,12334,4861,3200900
796177847564038144,0,16628,3200900
796149749086875649,36177,16628,3200900
796125600683540480,5511,2079,3200900
796116448414461957,10139,2813,3200900
796080075804475393,9469,2703,3200900
796031486298386433,12071,4284,3200900
795464331001561088,55683,27728,3200900
795400264262053889,11270,3323,3200900
795076730285391872,18139,6288,3200900
794983741416415232,0,3942,3200900
794926597468000259,11492,2697,3200900
794355576146903043,0,12014,3200900
794332329137291264,10686,3088,3200900
794205286408003585,10314,3895,3200900
793962221541933056,18910,5711,3200900
793845145112371200,10295,2187,3200900
793614319594401792,0,3661,3200900
793601777308463104,8926,1908,3200900
793500921481273345,11953,2786,3200900
793286476301799424,27597,10723,3200900
793271401113350145,9677,2763,3200900
793256262322548741,22350,9714,3200901
793241302385262592,11780,3812,3200901
793226087023144960,11001,3338,3200901
793210959003287553,9997,3301,3200901
793195938047070209,17063,6547,3200901
793180763617361921,7740,2310,3200901
793165685325201412,10478,3238,3200901
793150605191548928,6909,1984,3200901
793135492858580992,7214,2893,3200901
793120401413079041,14202,4551,3200901
792913359805018113,16063,4715,3200901
792883833364439040,12666,4964,3200901
792773781206999040,8209,1963,3200901
792394556390137856,15128,4998,3200901
792050063153438720,8029,2088,3200901
791821351946420224,0,24514,3200901
791784077045166082,0,11271,3200809
791780927877898241,0,4432,3200901
791774931465953280,37818,21156,3200901
791672322847637504,13129,3661,3200901
791406955684368384,14670,4797,3200901
791312159183634433,9841,2963,3200901
791026214425268224,0,4858,3200901
790987426131050500,11089,2483,3200901
790946055508652032,18601,5496,3200901
790723298204217344,0,2704,3200901
790698755171364864,9158,2203,3200901
790581949425475584,22473,8183,3200901
790337589677002753,8740,2167,3200901
790277117346975746,14081,3732,3200901
790227638568808452,0,4190,3200901
789986466051088384,10369,2704,3200901
789960241177853952,0,4839,3200901
789903600034189313,11673,4858,3200901
789628658055020548,8448,2080,3200901
789599242079838210,7620,2279,3200901
789530877013393408,13188,3942,3200901
789314372632018944,9615,2666,3200901
789280767834746880,0,5747,3200901
789268448748703744,10196,3014,3200901
789137962068021249,10875,3244,3200901
788908386943430656,30653,14409,3200901
788765914992902144,30658,12014,3200901
788552643979468800,0,8407,3200901
788412144018661376,16060,5990,3200901
788178268662984705,8100,2488,3200901
788150585577050112,6865,1510,3200901
788070120937619456,0,3952,3200901
788039637453406209,6867,1535,3200901
787810552592695296,9717,3540,3200901
787717603741622272,11416,3240,3200901
787397959788929025,12120,3300,3200901
787322443945877504,8726,2032,3200901
787111942498508800,0,7798,3200901
786963064373534720,29725,9327,3200901
786729988674449408,0,2827,3200901
786709082849828864,20296,7069,3200901
786664955043049472,11957,2996,3200901
786595970293370880,10497,3601,3200901
786363235746385920,12189,4072,3200901
786286427768250368,8930,3352,3200901
786233965241827333,17178,5571,3200901
786051337297522688,1614,179,3200901
786036967502913536,0,8237,3200901
785927819176054784,12696,3652,3200901
785872687017132033,7489,2130,3200901
785639753186217984,8735,2561,3200901
785533386513321988,10183,2334,3200901
785515384317313025,6800,1477,3200901
785264754247995392,8128,1911,3200901
785170936622350336,13491,5639,3200901
784826020293709826,11310,3712,3200901
784517518371221505,10039,2970,3200901
784431430411685888,6329,1491,3200901
784183165795655680,22513,9374,3200901
784057939640352768,33505,12953,3200901
783839966405230592,33689,12643,3200901
783821107061198850,8209,2269,3200901
783695101801398276,11650,3737,3200901
783466772167098368,9468,2608,3200901
783391753726550016,18908,6441,3200901
783347506784731136,0,6533,3200901
783334639985389568,32651,13616,3200901
783085703974514689,9112,2565,3200901
782969140009107456,26949,8521,3200901
782747134529531904,8310,1604,3200901
782722598790725632,19250,6238,3200901
782598640137187329,8694,2184,3200901
782305867769217024,18630,6470,3200901
782021823840026624,0,7236,3200901
781955203444699136,12357,3920,3200901
781661882474196992,11634,3129,3200901
781655249211752448,4466,1314,3200901
781524693396357120,23163,6426,3200901
781308096455073793,7973,2961,3200901
781251288990355457,9428,2458,3200901
781163403222056960,10895,3168,3200901
780931614150983680,24192,8536,3200901
780858289093574656,8033,2328,3200901
780800785462489090,6141,1505,3200901
780601303617732608,13525,3839,3200901
780543529827336192,7040,2032,3200901
780496263422808064,0,4319,3200901
780476555013349377,0,136,3200901
780459368902959104,5892,1224,3200901
780192070812196864,9712,2589,3200901
780092040432480260,0,2655,3200901
780074436359819264,13723,5815,3200901
779834332596887552,21252,8237,3200901
779377524342161408,9831,3613,3200901
779124354206535695,0,21324,3200901
779123168116150273,13206,4207,3200901
779056095788752897,16500,5247,3200901
778990705243029504,22342,8437,3200901
778774459159379968,0,11550,3200901
778764940568104960,955,426,3200901
778748913645780993,7717,1562,3200901
778650543019483137,6430,1729,3200901
778624900596654080,5177,1176,3200901
778408200802557953,15135,5023,3200902
778396591732486144,0,14198,3200902
778383385161035776,6515,1271,3200902
778286810187399168,11576,3836,3200902
778039087836069888,9417,3065,3200902
778027034220126208,7320,1885,3200810
777953400541634568,0,4080,3200902
777885040357281792,7078,1893,3200902
777684233540206592,12518,3403,3200902
777641927919427584,0,4947,3200902
777621514455814149,9742,2910,3200902
777189768882946048,15921,4999,3200902
776819012571455488,0,15839,3200902
776813020089548800,5444,1405,3200902
776477788987613185,9858,3249,3200902
776249906839351296,0,10673,3200902
